customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
IZ50034,Washington,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,4,Branch,SUV,Midsize
AR75105,California,Yes,Basic,Undergraduate,Other,F,Suburban,Divorced,Personal Auto,2,1,Agent,SUV,Small
LX77880,Oregon,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,1,1,Agent,Four-Door Car,Small
PQ72803,Washington,Yes,Extended,High School or Below,Other,F,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Large
PV99529,Arizona,No,Extended,Undergraduate,Unemployed,M,Suburban,Divorced,Personal Auto,1,1,Branch,Two-Door Car,Midsize
UW10841,California,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,2,2,Branch,Four-Door Car,Midsize
UO93347,California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Midsize
WK46492,Arizona,No,Extended,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,2,3,Agent,SUV,Large
DO70918,Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Special Auto,2,1,Agent,Luxury,Small
KG71396,Nevada,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Agent,Two-Door Car,Midsize
MI16758,Nevada,No,Basic,High School or Below,Employed,F,Urban,Divorced,Personal Auto,3,1,Web,SUV,Small
AT98182,California,No,Basic,Postgraduate,Unemployed,F,Rural,Married,Corporate Auto,3,4,Agent,Four-Door Car,Large
GP67583,Arizona,No,Premium,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,1,Web,Four-Door Car,Midsize
DY73849,California,No,Extended,Undergraduate,Unemployed,F,Rural,Married,Personal Auto,1,2,Call Center,SUV,Large
UR42360,California,Yes,Basic,Undergraduate,Employed,M,Suburban,Divorced,Personal Auto,1,2,Call Center,Two-Door Car,Small
IK74329,Arizona,No,Basic,High School or Below,Other,F,Rural,Single,Personal Auto,3,1,Agent,Two-Door Car,Midsize
WJ20394,Nevada,No,Premium,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,2,4,Web,SUV,Midsize
PF26758,Oregon,No,Extended,Undergraduate,Employed,F,Urban,Single,Special Auto,2,1,Agent,Four-Door Car,Midsize
DK81475,Nevada,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,3,Call Center,SUV,Large
DK93464,Nevada,No,Premium,Undergraduate,Employed,F,Urban,Married,Personal Auto,1,2,Agent,Two-Door Car,Midsize
XS76166,Oregon,No,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,4,Call Center,Two-Door Car,Small
TZ76531,California,No,Premium,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,3,3,Call Center,Four-Door Car,Midsize
RC22595,Arizona,No,Premium,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Large
IA90990,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,3,2,Branch,Two-Door Car,Midsize
QQ69088,Washington,No,Basic,Postgraduate,Other,M,Suburban,Married,Corporate Auto,3,3,Web,Two-Door Car,Small
ED59130,Arizona,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,3,Call Center,Luxury,Midsize
SC90717,California,No,Extended,Postgraduate,Employed,M,Urban,Married,Personal Auto,3,2,Web,Four-Door Car,Midsize
PP36346,Nevada,No,Extended,High School or Below,Other,F,Suburban,Married,Corporate Auto,1,2,Branch,Four-Door Car,Midsize
JU75786,Oregon,No,Extended,Postgraduate,Unemployed,F,Rural,Married,Personal Auto,2,1,Agent,Two-Door Car,Midsize
TU68427,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,2,Web,Two-Door Car,Midsize
YD28431,California,No,Extended,Postgraduate,Employed,F,Rural,Married,Personal Auto,1,4,Agent,Four-Door Car,Large
MY56715,Oregon,No,Extended,Undergraduate,Employed,M,Suburban,Divorced,Corporate Auto,3,2,Branch,Two-Door Car,Midsize
NF60680,Arizona,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,2,Agent,Two-Door Car,Large
BD70337,California,No,Basic,High School or Below,Other,M,Urban,Married,Personal Auto,2,4,Call Center,Four-Door Car,Midsize
DM77491,Oregon,No,Basic,Undergraduate,Unemployed,M,Urban,Married,Personal Auto,1,3,Call Center,Four-Door Car,Midsize
EV57176,California,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,3,4,Call Center,Four-Door Car,Large
CQ76876,California,No,Premium,Undergraduate,Employed,F,Rural,Married,Personal Auto,1,1,Web,Four-Door Car,Midsize
QI89498,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Small
BH43020,California,No,Extended,Undergraduate,Employed,M,Rural,Married,Personal Auto,2,2,Agent,Four-Door Car,Midsize
EC66666,Arizona,No,Basic,Undergraduate,Unemployed,F,Suburban,Divorced,Personal Auto,1,1,Web,Two-Door Car,Midsize
EO74797,Arizona,No,Extended,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,2,Agent,Four-Door Car,Large
IA30254,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,1,1,Agent,Four-Door Car,Midsize
KC79907,Arizona,No,Basic,Undergraduate,Employed,F,Rural,Divorced,Personal Auto,3,1,Call Center,Luxury,Midsize
XW34862,Nevada,Yes,Basic,Postgraduate,Other,F,Urban,Married,Special Auto,3,1,Agent,Two-Door Car,Midsize
RI76930,California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,2,Call Center,SUV,Large
XZ40716,California,No,Premium,High School or Below,Employed,F,Suburban,Single,Personal Auto,3,1,Web,Four-Door Car,Midsize
ZC75052,California,Yes,Basic,Undergraduate,Other,M,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Midsize
DH51686,Arizona,No,Premium,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,1,Web,Four-Door Car,Small
HJ89045,California,No,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,3,Branch,SUV,Midsize
DJ34695,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,3,4,Branch,Luxury,Midsize
KR89806,Oregon,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,1,2,Agent,Four-Door Car,Midsize
OX62816,Washington,No,Basic,Postgraduate,Employed,M,Suburban,Single,Personal Auto,1,1,Web,Four-Door Car,Small
WM36886,California,Yes,Basic,Postgraduate,Employed,M,Rural,Divorced,Corporate Auto,2,2,Branch,Four-Door Car,Small
BE92692,Oregon,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,2,3,Branch,Four-Door Car,Midsize
JV79596,Oregon,No,Basic,Undergraduate,Other,F,Suburban,Married,Special Auto,2,3,Call Center,Two-Door Car,Small
KA49711,Nevada,No,Basic,Undergraduate,Employed,M,Rural,Married,Corporate Auto,2,3,Call Center,Four-Door Car,Small
YI68606,Oregon,No,Basic,High School or Below,Employed,F,Rural,Divorced,Corporate Auto,3,3,Agent,Two-Door Car,Midsize
AU11344,Oregon,No,Extended,Undergraduate,Employed,F,Rural,Divorced,Personal Auto,2,2,Call Center,SUV,Small
BG42047,Nevada,No,Basic,Undergraduate,Other,M,Suburban,Married,Personal Auto,3,3,Web,Four-Door Car,Large
CF73234,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,1,2,Branch,Four-Door Car,Large
VE85103,Nevada,No,Basic,Undergraduate,Other,M,Suburban,Married,Personal Auto,2,4,Agent,Four-Door Car,Large
LN99977,California,No,Basic,Undergraduate,Employed,F,Suburban,Single,Special Auto,2,1,Web,Luxury,Large
CR56473,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Agent,Four-Door Car,Midsize
YP32443,Oregon,No,Basic,Undergraduate,Other,M,Suburban,Married,Personal Auto,1,3,Agent,SUV,Midsize
MQ46375,Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,2,4,Branch,Luxury,Midsize
VU30980,California,Yes,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,2,1,Agent,SUV,Midsize
JX50349,Oregon,Yes,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,1,2,Agent,Four-Door Car,Midsize
DH34004,California,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,3,2,Web,Luxury,Midsize
DU66880,Arizona,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Midsize
QH87479,Oregon,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,2,3,Branch,Two-Door Car,Large
MF87270,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Small
PX99904,California,No,Extended,Undergraduate,Unemployed,F,Suburban,Single,Corporate Auto,1,2,Branch,Luxury,Small
TD43065,California,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,3,4,Branch,Four-Door Car,Midsize
DU39756,Nevada,Yes,Basic,Postgraduate,Employed,F,Suburban,Single,Corporate Auto,2,2,Branch,SUV,Large
GY65868,California,No,Extended,Undergraduate,Employed,M,Urban,Married,Personal Auto,3,3,Agent,Four-Door Car,Small
NG15645,California,No,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,2,2,Web,Four-Door Car,Midsize
HH69970,California,No,Extended,Undergraduate,Employed,F,Urban,Married,Corporate Auto,3,1,Agent,Four-Door Car,Large
YJ57293,California,No,Extended,Undergraduate,Other,M,Suburban,Married,Corporate Auto,3,4,Web,Two-Door Car,Midsize
BV22194,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,2,Call Center,Two-Door Car,Midsize
UH22701,Oregon,No,Extended,Postgraduate,Employed,F,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Midsize
IA85970,California,No,Basic,Undergraduate,Unemployed,F,Urban,Divorced,Personal Auto,3,1,Branch,SUV,Midsize
TC18240,Oregon,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,3,1,Agent,Four-Door Car,Midsize
GE58317,Arizona,Yes,Basic,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,3,2,Call Center,Four-Door Car,Midsize
GW42895,Oregon,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,2,Agent,Four-Door Car,Midsize
FH77504,California,Yes,Premium,Undergraduate,Employed,F,Suburban,Single,Personal Auto,3,2,Agent,Luxury,Midsize
XK87182,Oregon,No,Premium,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,1,Agent,Four-Door Car,Midsize
HB17438,Washington,No,Extended,Undergraduate,Employed,M,Urban,Married,Personal Auto,1,4,Web,SUV,Midsize
DH18269,Arizona,No,Extended,Undergraduate,Other,M,Suburban,Divorced,Personal Auto,3,1,Branch,Two-Door Car,Midsize
DP19820,Oregon,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,2,2,Branch,SUV,Small
IK64989,Washington,Yes,Basic,Undergraduate,Other,M,Suburban,Divorced,Personal Auto,2,1,Agent,Four-Door Car,Midsize
MP85571,Arizona,No,Premium,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,3,Agent,SUV,Midsize
VO29645,Oregon,Yes,Basic,High School or Below,Other,M,Suburban,Single,Personal Auto,3,2,Call Center,Four-Door Car,Midsize
GP83239,California,Yes,Extended,Undergraduate,Employed,M,Suburban,Single,Personal Auto,3,2,Agent,Luxury,Small
GQ21970,Nevada,No,Basic,Undergraduate,Other,F,Suburban,Single,Personal Auto,2,1,Call Center,Four-Door Car,Small
HP40365,Oregon,No,Basic,Undergraduate,Employed,F,Urban,Divorced,Personal Auto,2,3,Web,Two-Door Car,Midsize
UX87150,California,No,Extended,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,2,4,Branch,Four-Door Car,Midsize
OZ30867,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,4,Call Center,SUV,Midsize
LC60153,California,No,Basic,Undergraduate,Employed,M,Urban,Single,Personal Auto,2,3,Agent,SUV,Large
OX87524,California,No,Basic,Postgraduate,Employed,F,Suburban,Divorced,Personal Auto,3,4,Branch,Four-Door Car,Midsize
ZY78741,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,2,2,Agent,Four-Door Car,Large
DB79306,California,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,1,4,Web,SUV,Small
EM77767,Oregon,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Two-Door Car,Midsize
PH78214,Oregon,No,Basic,Undergraduate,Other,F,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Midsize
LY17996,California,No,Extended,High School or Below,Other,M,Suburban,Married,Personal Auto,3,4,Branch,Two-Door Car,Large
XV76553,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,3,2,Branch,SUV,Midsize
SD38003,California,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,2,1,Call Center,Four-Door Car,Midsize
QC30094,Oregon,No,Extended,High School or Below,Other,F,Suburban,Married,Corporate Auto,2,1,Call Center,Four-Door Car,Small
KH92987,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,1,Web,SUV,Midsize
OB32671,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,3,3,Agent,SUV,Small
CD26907,California,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,2,Web,Luxury,Midsize
YY46839,Washington,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,2,1,Agent,Two-Door Car,Midsize
HY36253,California,No,Extended,Undergraduate,Other,M,Rural,Divorced,Personal Auto,3,3,Agent,Four-Door Car,Midsize
KA62728,California,No,Premium,High School or Below,Employed,M,Rural,Single,Personal Auto,2,3,Agent,Four-Door Car,Midsize
GH98275,California,No,Basic,Undergraduate,Unemployed,F,Urban,Divorced,Corporate Auto,2,2,Call Center,Four-Door Car,Midsize
DJ87316,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,1,1,Branch,SUV,Midsize
XC85830,Oregon,Yes,Premium,Undergraduate,Employed,F,Suburban,Single,Corporate Auto,3,1,Branch,Two-Door Car,Midsize
VK85405,California,No,Basic,High School or Below,Employed,F,Urban,Single,Corporate Auto,2,1,Agent,Two-Door Car,Midsize
ZP27971,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Four-Door Car,Small
QC95625,California,Yes,Premium,High School or Below,Employed,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Midsize
DN34058,Washington,No,Extended,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,1,2,Branch,Four-Door Car,Small
VS80344,Arizona,No,Premium,Undergraduate,Employed,F,Urban,Married,Special Auto,3,1,Agent,Two-Door Car,Midsize
SJ24275,Nevada,No,Basic,Undergraduate,Employed,F,Urban,Single,Personal Auto,2,3,Branch,Four-Door Car,Midsize
YB58105,California,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,1,1,Agent,Four-Door Car,Large
BP35803,California,No,Extended,Undergraduate,Employed,F,Urban,Single,Personal Auto,3,2,Agent,Four-Door Car,Midsize
CL73599,Arizona,Yes,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,2,Branch,SUV,Midsize
ZR22245,Washington,Yes,Basic,Undergraduate,Other,F,Suburban,Single,Personal Auto,3,2,Web,Four-Door Car,Large
JJ57298,Oregon,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Call Center,SUV,Midsize
FF53048,Arizona,No,Extended,Postgraduate,Employed,F,Suburban,Single,Personal Auto,3,1,Agent,Two-Door Car,Small
HD83496,Arizona,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,3,2,Web,Four-Door Car,Large
DD94148,California,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,2,2,Web,Two-Door Car,Midsize
FM52759,Nevada,Yes,Basic,Undergraduate,Employed,M,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Midsize
OI39918,California,No,Extended,Undergraduate,Other,M,Suburban,Married,Personal Auto,3,2,Call Center,Two-Door Car,Large
PC72443,Oregon,No,Premium,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,3,Agent,Four-Door Car,Midsize
OQ15169,Washington,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,3,1,Branch,SUV,Midsize
ZO89996,Oregon,Yes,Basic,Undergraduate,Employed,M,Suburban,Divorced,Personal Auto,1,1,Agent,Two-Door Car,Midsize
OP70207,Oregon,No,Extended,Undergraduate,Employed,M,Urban,Divorced,Personal Auto,3,1,Call Center,Luxury,Midsize
ID39569,Washington,No,Extended,High School or Below,Other,M,Suburban,Married,Personal Auto,3,4,Agent,Four-Door Car,Midsize
RJ80405,Arizona,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,3,Branch,Four-Door Car,Midsize
NT21324,Arizona,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,1,2,Branch,Four-Door Car,Midsize
IY98928,Arizona,No,Basic,Postgraduate,Employed,F,Rural,Divorced,Personal Auto,1,1,Agent,Four-Door Car,Midsize
XJ81725,California,No,Premium,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Midsize
FE62142,Oregon,No,Basic,Undergraduate,Employed,F,Rural,Married,Corporate Auto,3,3,Branch,SUV,Midsize
ZH55575,California,Yes,Basic,Undergraduate,Employed,F,Urban,Divorced,Corporate Auto,3,2,Web,Two-Door Car,Midsize
WI86229,Oregon,No,Extended,Postgraduate,Employed,M,Urban,Divorced,Personal Auto,2,1,Agent,Two-Door Car,Large
QR42111,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Special Auto,2,1,Branch,SUV,Small
DN71979,Arizona,No,Basic,Undergraduate,Employed,M,Suburban,Divorced,Personal Auto,3,1,Web,Luxury,Midsize
IC22580,California,No,Extended,Undergraduate,Employed,M,Urban,Married,Personal Auto,1,3,Agent,Four-Door Car,Small
MX93069,Oregon,Yes,Extended,Postgraduate,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,SUV,Midsize
TG37225,California,Yes,Basic,Undergraduate,Other,M,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Midsize
GY69750,Oregon,No,Basic,Postgraduate,Unemployed,M,Rural,Divorced,Personal Auto,3,1,Branch,Four-Door Car,Large
KX99703,Oregon,Yes,Extended,Undergraduate,Other,F,Suburban,Divorced,Personal Auto,3,1,Branch,Four-Door Car,Midsize
AA35519,Arizona,Yes,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,2,1,Agent,SUV,Midsize
FE99816,Nevada,No,Premium,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,1,3,Web,Luxury,Midsize
YP92773,Washington,No,Premium,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,2,3,Agent,Two-Door Car,Midsize
CF26052,Arizona,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,1,Web,Two-Door Car,Midsize
PR37714,California,No,Extended,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,3,3,Branch,Four-Door Car,Midsize
CE92675,California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,1,2,Web,Four-Door Car,Large
BK47926,California,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,3,2,Branch,Four-Door Car,Small
BY62906,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,2,Web,SUV,Midsize
UY95661,California,No,Basic,Postgraduate,Employed,M,Urban,Married,Personal Auto,2,3,Branch,Two-Door Car,Midsize
OS84395,Nevada,No,Extended,Undergraduate,Employed,M,Rural,Married,Corporate Auto,2,2,Web,Four-Door Car,Midsize
JS53793,Arizona,No,Basic,Postgraduate,Employed,F,Suburban,Married,Corporate Auto,3,2,Agent,Four-Door Car,Large
BV25135,California,No,Extended,Undergraduate,Employed,M,Suburban,Single,Personal Auto,3,1,Agent,SUV,Midsize
AF17671,Washington,No,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,4,Web,Four-Door Car,Midsize
AY30324,Oregon,No,Extended,Undergraduate,Employed,F,Urban,Married,Special Auto,2,4,Call Center,Two-Door Car,Midsize
XE17270,California,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,1,1,Agent,Two-Door Car,Midsize
LS46182,Nevada,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,2,1,Branch,Four-Door Car,Midsize
LH33181,Arizona,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Large
AT84725,Washington,Yes,Basic,Undergraduate,Other,M,Suburban,Single,Personal Auto,3,1,Agent,Two-Door Car,Midsize
TP33286,Washington,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,2,2,Agent,Four-Door Car,Midsize
YB79192,California,No,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,1,Branch,SUV,Midsize
SC43870,California,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Web,Four-Door Car,Midsize
OO72857,Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,1,1,Agent,Four-Door Car,Midsize
MO38559,Arizona,No,Basic,Postgraduate,Unemployed,F,Rural,Married,Personal Auto,2,2,Call Center,Four-Door Car,Midsize
RL65736,Oregon,No,Extended,High School or Below,Other,F,Suburban,Single,Personal Auto,1,1,Agent,Four-Door Car,Small
ID30085,Arizona,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,2,1,Web,Luxury,Midsize
CO68055,Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,1,3,Branch,SUV,Small
NX37589,Washington,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,2,Web,Four-Door Car,Midsize
BX88206,Nevada,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,3,2,Web,SUV,Midsize
AA30683,California,No,Premium,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,1,Web,Four-Door Car,Midsize
BD13927,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,2,3,Branch,Two-Door Car,Small
SJ71233,California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,1,Branch,SUV,Midsize
WK52692,Oregon,No,Extended,Undergraduate,Other,F,Suburban,Married,Personal Auto,2,1,Call Center,SUV,Midsize
OG67387,California,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,2,Call Center,Four-Door Car,Midsize
XR99310,California,No,Extended,Undergraduate,Employed,M,Suburban,Married,Special Auto,3,2,Agent,Two-Door Car,Midsize
GU84478,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,1,3,Branch,Four-Door Car,Midsize
ZX29705,California,No,Basic,Undergraduate,Unemployed,F,Suburban,Married,Corporate Auto,3,4,Web,Four-Door Car,Midsize
WN67367,California,No,Extended,Undergraduate,Unemployed,F,Urban,Divorced,Personal Auto,3,1,Web,Four-Door Car,Large
QN67807,Arizona,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,3,2,Branch,Two-Door Car,Large
AU77281,Oregon,Yes,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,2,2,Agent,Four-Door Car,Midsize
DN46994,California,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,1,Agent,Four-Door Car,Midsize
OW97322,Oregon,No,Premium,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Luxury,Small
ZC97171,Arizona,No,Extended,High School or Below,Employed,F,Rural,Single,Personal Auto,3,3,Call Center,Four-Door Car,Midsize
NG69817,California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,1,1,Branch,Two-Door Car,Small
BS95225,California,No,Basic,Undergraduate,Other,M,Suburban,Single,Personal Auto,2,2,Branch,Four-Door Car,Midsize
AE93522,Washington,No,Basic,Undergraduate,Employed,M,Rural,Single,Corporate Auto,2,2,Branch,Two-Door Car,Midsize
LP15901,Nevada,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Luxury,Small
FB95495,California,No,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Midsize
PE59735,Oregon,No,Extended,High School or Below,Other,F,Rural,Married,Personal Auto,3,1,Branch,Four-Door Car,Midsize
WR73970,Arizona,No,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,2,3,Branch,Four-Door Car,Midsize
JD15492,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,2,3,Call Center,Four-Door Car,Midsize
OF46381,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Two-Door Car,Small
GP85044,Arizona,No,Basic,Undergraduate,Employed,M,Rural,Married,Special Auto,1,1,Agent,SUV,Midsize
OO64005,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Small
VB42222,Nevada,No,Premium,Undergraduate,Employed,F,Urban,Divorced,Personal Auto,1,1,Web,Four-Door Car,Midsize
ZR79373,Arizona,Yes,Premium,Undergraduate,Other,F,Suburban,Married,Personal Auto,3,1,Agent,Luxury,Midsize
KH12081,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,3,2,Branch,SUV,Large
WV64743,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,3,Call Center,Luxury,Midsize
ZT58755,Oregon,No,Basic,High School or Below,Unemployed,F,Urban,Married,Personal Auto,3,1,Agent,Four-Door Car,Midsize
WX52894,Nevada,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,2,2,Call Center,Four-Door Car,Midsize
EO51920,Oregon,No,Extended,High School or Below,Employed,F,Rural,Married,Corporate Auto,3,1,Agent,Four-Door Car,Midsize
AQ34238,Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,1,1,Call Center,Four-Door Car,Midsize
EI10204,Oregon,Yes,Basic,High School or Below,Other,F,Suburban,Married,Personal Auto,2,2,Call Center,SUV,Midsize
GY23881,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,2,2,Call Center,Four-Door Car,Midsize
FL59259,Nevada,No,Extended,High School or Below,Other,F,Suburban,Divorced,Personal Auto,3,1,Web,Four-Door Car,Midsize
RN45606,Nevada,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,2,1,Branch,SUV,Midsize
OJ64812,Washington,No,Extended,Undergraduate,Employed,M,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Midsize
AK11669,Arizona,No,Extended,Postgraduate,Employed,F,Suburban,Divorced,Corporate Auto,3,3,Branch,Two-Door Car,Midsize
EM53324,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Midsize
JE99638,Arizona,No,Basic,Undergraduate,Other,M,Rural,Married,Personal Auto,3,2,Agent,Four-Door Car,Midsize
LR69185,Nevada,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,2,2,Agent,Four-Door Car,Midsize
